"call","qso_date","time_on","band","comment","n3fjp_computername","contest_id","cont","country","dxcc","cqz","class","freq","n3fjp_initials","ituz","mode","n3fjp_modecontest","operator","tx_pwr","pfx","qsl_sent","qsl_rcvd","arrl_sect","station_callsign","n3fjp_spcnum","state","n3fjp_stationid","n3fjp_transmitterid",
"N0A","20240623","034610","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","14.02649","CLR","07","CW","CW","N5CR","100","N0","N","N","MO","W7AVM","MO","MO","Shack-Main-Computer--ACER","0",
"W0CPH","20240623","034716","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","5A","14.02649","CLR","07","CW","CW","N5CR","100","W0","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"VE7CV","20240623","034725","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","2A","","LMDP","02","SSB","PH","N7BCP","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"NO2D","20240623","034738","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02649","CLR","07","CW","CW","N5CR","100","NO2","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"NS2O","20240623","034858","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","1D","14.02649","CLR","08","CW","CW","N5CR","100","NS2","N","N","VA","W7AVM","VA","VA","Shack-Main-Computer--ACER","0",
"N4UH","20240623","035103","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","3F","14.02649","CLR","08","CW","CW","N5CR","100","N4","N","N","NC","W7AVM","NC","NC","Shack-Main-Computer--ACER","0",
"N6WG","20240623","035127","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.02649","CLR","06","CW","CW","N5CR","100","N6","N","N","EB","W7AVM","EB","CA","Shack-Main-Computer--ACER","0",
"K6JO","20240623","035203","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","03","1D","14.19219","JMM","06","SSB","PH","KK7BSD","100","K6","N","N","ORG","W7AVM","ORG","CA","N7JP-DX","0",
"W4UC","20240623","035246","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","6A","14.02649","CLR","08","CW","CW","N5CR","100","W4","N","N","NFL","W7AVM","NFL","FL","Shack-Main-Computer--ACER","0",
"N8IHI","20240623","035341","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","14.02649","CLR","08","CW","CW","N5CR","100","N8","N","N","OH","W7AVM","OH","OH","Shack-Main-Computer--ACER","0",
"NE7TE","20240623","035404","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1D","14.02649","CLR","06","CW","CW","N5CR","100","NE7","N","N","AZ","W7AVM","AZ","AZ","Shack-Main-Computer--ACER","0",
"VE7NOR","20240623","035404","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","3A","","LMDP","02","SSB","PH","N7BCP","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"KB4IRR","20240623","035522","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1B","14.02649","CLR","07","CW","CW","N5CR","100","KB4","N","N","MO","W7AVM","MO","MO","Shack-Main-Computer--ACER","0",
"W5T","20240623","035531","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","4A","14.18502","JMM","07","SSB","PH","KK7BSD","100","W5","N","N","NTX","W7AVM","NTX","TX","N7JP-DX","0",
"KE8UVX","20240623","035554","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.02649","CLR","08","CW","CW","N5CR","100","KE8","N","N","MI","W7AVM","MI","MI","Shack-Main-Computer--ACER","0",
"N6HI","20240623","035629","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","1E","14.02649","CLR","06","CW","CW","N5CR","100","N6","N","N","AZ","W7AVM","AZ","AZ","Shack-Main-Computer--ACER","0",
"K7TD","20240623","035725","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1B","14.02649","CLR","07","CW","CW","N5CR","100","K7","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"K9O","20240623","035827","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","3A","14.02649","CLR","08","CW","CW","N5CR","100","K9","N","N","IL","W7AVM","IL","IL","Shack-Main-Computer--ACER","0",
"K1DDN","20240623","035904","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","05","1E","","LMDP","08","SSB","PH","N7BCP","100","K1","N","N","CO","W7AVM","CO","CO","MINISTWO","0",
"N6PWY","20240623","040546","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","2A","7.074951","JMM","06","FT8","DIG","KK7BSD","100","N6","N","N","SDG","W7AVM","SDG","CA","AF9W-Field","0",
"WA9DDK","20240623","040935","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","2E","7.074951","RK","08","FT8","DIG","K7MHJ","100","WA9","N","N","GA","W7AVM","GA","GA","AF9W-Field","0",
"W1OP","20240623","041014","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","05","3A","14.18309","JMM","08","SSB","PH","KK7BSD","100","W1","N","N","RI","W7AVM","RI","RI","N7JP-DX","0",
"K0ND","20240623","041258","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","2A","14.18098","JMM","07","SSB","PH","KK7BSD","100","K0","N","N","ND","W7AVM","ND","ND","N7JP-DX","0",
"K7B","20240623","042028","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","2A","7.074951","RK","06","FT8","DIG","K7MHJ","100","K7","N","N","ID","W7AVM","ID","ID","AF9W-Field","0",
"WW7A","20240623","042552","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","2A","7.074951","RK","06","FT8","DIG","K7MHJ","100","WW7","N","N","EWA","W7AVM","EWA","WA","AF9W-Field","0",
"N7WI","20240623","044019","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.074951","RK","06","FT8","DIG","K7MHJ","100","N7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"AF7JT","20240623","044531","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","4A","7.074951","RK","06","FT8","DIG","K7MHJ","100","AF7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"KK7EWJ","20240623","045516","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1B","7.074951","RK","06","FT8","DIG","K7MHJ","100","KK7","N","N","UT","W7AVM","UT","UT","AF9W-Field","0",
"VE7ZO","20240623","050256","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","1D","","LMDP","02","SSB","PH","N7BCP","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"KI7CFO","20240623","050438","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1E","","LMDP","06","SSB","PH","N7BCP","100","KI7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"K6JO","20240623","050551","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","LMDP","06","SSB","PH","N7BCP","100","K6","N","N","ORG","W7AVM","ORG","CA","MINISTWO","0",
"KB6TAZ","20240623","050955","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","LMDP","06","SSB","PH","N7BCP","100","KB6","N","N","SB","W7AVM","SB","CA","MINISTWO","0",
"N3AIU","20240623","051046","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1D","","LMDP","06","SSB","PH","N7BCP","100","N3","N","N","AZ","W7AVM","AZ","AZ","MINISTWO","0",
"VA5PAR","20240623","051408","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","04","2A","","LMDP","03","SSB","PH","N7BCP","100","VA5","N","N","SK","W7AVM","SK","SK","MINISTWO","0",
"W7TA","20240623","051611","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","7A","7.074951","RK","06","FT8","DIG","K7MHJ","100","W7","N","N","NV","W7AVM","NV","NV","AF9W-Field","0",
"K7B","20240623","052444","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","LMDP","06","SSB","PH","N7BCP","100","K7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"KL7SB","20240623","053149","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Alaska","6","01","1D","","LMDP","01","SSB","PH","N7BCP","100","KL7","N","N","AK","W7AVM","AK","AK","MINISTWO","0",
"W6ZE","20240623","053423","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","6A","","LMDP","06","SSB","PH","N7BCP","100","W6","N","N","ORG","W7AVM","ORG","CA","MINISTWO","0",
"KC7KCN","20240623","053619","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","LMDP","06","SSB","PH","N7BCP","100","KC7","N","N","AZ","W7AVM","AZ","AZ","MINISTWO","0",
"N6IPD","20240623","054849","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","CGH","06","SSB","PH","KI7UXM","100","N6","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"W6WJ","20240623","060415","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","CGH","06","SSB","PH","KI7UXM","100","W6","N","N","SB","W7AVM","SB","CA","MINISTWO","0",
"K7UVA","20240623","061036","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","CGH","06","SSB","PH","KI7UXM","100","K7","N","N","UT","W7AVM","UT","UT","MINISTWO","0",
"W6EK","20240623","062437","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","4A","","CGH","06","SSB","PH","KI7UXM","100","W6","N","N","SV","W7AVM","SV","CA","MINISTWO","0",
"AB6MV","20240623","062608","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","7.074951","LMDP","06","FT8","DIG","N7BCP","100","AB6","N","N","ORG","W7AVM","ORG","CA","AF9W-Field","0",
"W1BRS","20240623","062732","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","05","7F","7.074951","LMDP","08","FT8","DIG","N7BCP","100","W1","N","N","CT","W7AVM","CT","CT","AF9W-Field","0",
"W7PXL","20240623","062853","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","5A","","CGH","06","SSB","PH","KI7UXM","100","W7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"K7YMG","20240623","063005","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1D","7.074951","LMDP","06","FT8","DIG","N7BCP","100","K7","N","N","SDG","W7AVM","SDG","CA","AF9W-Field","0",
"W7SP","20240623","063237","40M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","CGH","06","SSB","PH","KI7UXM","100","W7","N","N","UT","W7AVM","UT","UT","MINISTWO","0",
"N4GM","20240623","064431","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","05","3A","7.074951","LMDP","08","FT8","DIG","N7BCP","100","N4","N","N","NC","W7AVM","NC","NC","AF9W-Field","0",
"W8AJT","20240623","064604","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","2A","7.074951","LMDP","08","FT8","DIG","N7BCP","100","W8","N","N","OH","W7AVM","OH","OH","AF9W-Field","0",
"K8UNS","20240623","065143","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","4A","7.074951","LMDP","08","FT8","DIG","N7BCP","100","K8","N","N","MI","W7AVM","MI","MI","AF9W-Field","0",
"VE7SUN","20240623","071646","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","7A","","CGH","02","SSB","PH","KI7UXM","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"W7VOI","20240623","072002","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","7.074951","LMDP","06","FT8","DIG","N7BCP","100","W7","N","N","ID","W7AVM","ID","ID","AF9W-Field","0",
"N2LL","20240623","072201","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","05","5A","7.074951","LMDP","08","FT8","DIG","N7BCP","100","N2","N","N","ENY","W7AVM","ENY","NY","AF9W-Field","0",
"W7PIG","20240623","072535","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3A","7.074951","LMDP","06","FT8","DIG","N7BCP","100","W7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"W8CWO","20240623","072632","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","4A","7.074951","LMDP","08","FT8","DIG","N7BCP","100","W8","N","N","OH","W7AVM","OH","OH","AF9W-Field","0",
"WA7ZZB","20240623","072832","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1B","7.074951","LMDP","06","FT8","DIG","N7BCP","100","WA7","N","N","EWA","W7AVM","EWA","WA","AF9W-Field","0",
"KJ7FGG","20240623","072911","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","CGH","06","SSB","PH","KI7UXM","100","KJ7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"K4R","20240623","073001","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","05","5A","7.074951","LMDP","08","FT8","DIG","N7BCP","100","K4","N","N","GA","W7AVM","GA","GA","AF9W-Field","0",
"W7HRK","20240623","073112","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","CGH","06","SSB","PH","KI7UXM","100","W7","N","N","AZ","W7AVM","AZ","AZ","MINISTWO","0",
"K7LYY","20240623","073337","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2F","","CGH","06","SSB","PH","KI7UXM","100","K7","N","N","MT","W7AVM","MT","MT","MINISTWO","0",
"VE6DDAY","20240623","073558","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","04","4A","","CGH","02","SSB","PH","KI7UXM","100","VE6","N","N","AB","W7AVM","AB","AB","MINISTWO","0",
"KD7LEE","20240623","074101","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","1E","7.074951","LMDP","06","FT8","DIG","N7BCP","100","KD7","N","N","WWA","W7AVM","WWA","WA","AF9W-Field","0",
"WB9RRU","20240623","074233","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","05","1D","7.074951","LMDP","08","FT8","DIG","N7BCP","100","WB9","N","N","CT","W7AVM","CT","CT","AF9W-Field","0",
"W7LT","20240623","074433","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","4A","7.074951","LMDP","06","FT8","DIG","N7BCP","100","W7","N","N","OR","W7AVM","OR","OR","AF9W-Field","0",
"K7GKR","20240623","074452","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","CGH","06","SSB","PH","KI7UXM","100","K7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"W6BML","20240623","074711","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","3D","7.074951","LMDP","06","FT8","DIG","N7BCP","100","W6","N","N","SV","W7AVM","SV","CA","AF9W-Field","0",
"W7DK","20240623","074756","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","4A","","CGH","06","SSB","PH","KI7UXM","100","W7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"KD5YPH","20240623","075403","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","1D","7.074951","LMDP","07","FT8","DIG","N7BCP","100","KD5","N","N","CO","W7AVM","CO","CO","AF9W-Field","0",
"N6JW","20240623","075516","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1E","","CGH","06","SSB","PH","KI7UXM","100","N6","N","N","ORG","W7AVM","ORG","CA","MINISTWO","0",
"N6CDT","20240623","075704","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","03","2A","7.074951","LMDP","06","FT8","DIG","N7BCP","100","N6","N","N","SV","W7AVM","SV","CA","AF9W-Field","0",
"K0GQ","20240623","075817","40M","W7AVM 2024 ARRL-FD","AF9W-Field","ARRL-FD","NA","USA","291","04","2A","7.074951","LMDP","07","FT8","DIG","N7BCP","100","K0","N","N","MO","W7AVM","MO","MO","AF9W-Field","0",
"NT7H","20240623","081235","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","CGH","06","SSB","PH","KI7UXM","100","NT7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"KI7CFO","20240623","081935","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1E","","CGH","06","SSB","PH","KI7UXM","100","KI7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"W9MVA","20240623","082427","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","04","2A","","CGH","07","SSB","PH","KI7UXM","100","W9","N","N","WI","W7AVM","WI","WI","MINISTWO","0",
"K8UNS","20240623","083125","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","7.17725","BMW","08","SSB","PH","N7BMW","100","K8","N","N","MI","W7AVM","MI","MI","Shack-Main-Computer--ACER","0",
"K8BF","20240623","083314","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","7.20700","BMW","08","SSB","PH","N7BMW","100","K8","N","N","OH","W7AVM","OH","OH","Shack-Main-Computer--ACER","0",
"W7GRO","20240623","083547","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","4A","7.23400","BMW","06","SSB","PH","N7BMW","100","W7","N","N","OR","W7AVM","OR","OR","Shack-Main-Computer--ACER","0",
"W7AW","20240623","084558","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","CGH","06","SSB","PH","KI7UXM","100","W7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"W7W","20240623","084650","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","CGH","06","SSB","PH","KI7UXM","100","W7","N","N","ID","W7AVM","ID","ID","MINISTWO","0",
"W6SCF","20240623","084820","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","CGH","06","SSB","PH","KI7UXM","100","W6","N","N","SCV","W7AVM","SCV","CA","MINISTWO","0",
"VE7CMR","20240623","084925","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","4A","","CGH","02","SSB","PH","KI7UXM","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"W7ORE","20240623","085033","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","CGH","06","SSB","PH","KI7UXM","100","W7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"W0WTN","20240623","085122","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","6A","7.25410","BMW","07","SSB","PH","N7BMW","100","W0","N","N","SD","W7AVM","SD","SD","Shack-Main-Computer--ACER","0",
"W8VPV","20240623","085614","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","5A","7.15300","BMW","08","SSB","PH","N7BMW","100","W8","N","N","OH","W7AVM","OH","OH","Shack-Main-Computer--ACER","0",
"W3AO","20240623","090117","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","13A","7.21500","BMW","08","SSB","PH","N7BMW","100","W3","N","N","MDC","W7AVM","MDC","MD","Shack-Main-Computer--ACER","0",
"W9MPX","20240623","090447","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","04","1B","","CGH","08","SSB","PH","KI7UXM","100","W9","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"W9MVA","20240623","090507","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2A","7.17015","BMW","07","SSB","PH","N7BMW","100","W9","N","N","WI","W7AVM","WI","WI","Shack-Main-Computer--ACER","0",
"W7BSA","20240623","091214","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","2A","7.22600","BMW","06","SSB","PH","N7BMW","100","W7","N","N","AZ","W7AVM","AZ","AZ","Shack-Main-Computer--ACER","0",
"W0KCK","20240623","091427","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","2A","7.20600","BMW","07","SSB","PH","N7BMW","100","W0","N","N","KS","W7AVM","KS","KS","Shack-Main-Computer--ACER","0",
"W7YED","20240623","091533","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","4A","","CGH","06","SSB","PH","KI7UXM","100","W7","N","N","WWA","W7AVM","WWA","WA","MINISTWO","0",
"W7GRA","20240623","091943","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","4A","7.14925","BMW","06","SSB","PH","N7BMW","100","W7","N","N","OR","W7AVM","OR","OR","Shack-Main-Computer--ACER","0",
"N6ACS","20240623","092207","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","4A","7.13000","BMW","06","SSB","PH","N7BMW","100","N6","N","N","LAX","W7AVM","LAX","CA","Shack-Main-Computer--ACER","0",
"W7SP","20240623","092309","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","CGH","06","SSB","PH","KI7UXM","100","W7","N","N","UT","W7AVM","UT","UT","MINISTWO","0",
"W6EK","20240623","092708","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","4A","","CGH","06","SSB","PH","KI7UXM","100","W6","N","N","SV","W7AVM","SV","CA","MINISTWO","0",
"VE7SAR","20240623","093403","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","Canada","1","03","2F","","CGH","02","SSB","PH","KI7UXM","100","VE7","N","N","BC","W7AVM","BC","BC","MINISTWO","0",
"WW6CC","20240623","093909","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","2A","7.20990","BMW","06","SSB","PH","N7BMW","100","WW6","N","N","SDG","W7AVM","SDG","CA","Shack-Main-Computer--ACER","0",
"N0SZ","20240623","094311","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","7.23560","BMW","07","SSB","PH","N7BMW","100","N0","N","N","CO","W7AVM","CO","CO","Shack-Main-Computer--ACER","0",
"W6KA","20240623","094348","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","2A","","CGH","06","SSB","PH","KI7UXM","100","W6","N","N","LAX","W7AVM","LAX","CA","MINISTWO","0",
"W7PX","20240623","094811","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","2A","7.27500","BMW","06","SSB","PH","N7BMW","100","W7","N","N","MT","W7AVM","MT","MT","Shack-Main-Computer--ACER","0",
"AI7HW","20240623","095201","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","1E","","CGH","06","SSB","PH","KI7UXM","100","AI7","N","N","OR","W7AVM","OR","OR","MINISTWO","0",
"W5T","20240623","095549","40M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4A","7.19300","BMW","07","SSB","PH","N7BMW","100","W5","N","N","NTX","W7AVM","NTX","TX","Shack-Main-Computer--ACER","0",
"K4FC","20240623","101448","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","05","7A","14.23000","BMW","08","SSB","PH","N7BMW","100","K4","N","N","NFL","W7AVM","NFL","FL","Shack-Main-Computer--ACER","0",
"W7W","20240623","101705","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","03","3A","14.17510","BMW","06","SSB","PH","N7BMW","100","W7","N","N","ID","W7AVM","ID","ID","Shack-Main-Computer--ACER","0",
"W1CT","20240623","114944","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","05","4A","14.20000","RD","08","SSB","PH","AI7F","100","W1","N","N","CT","W7AVM","CT","CT","N7JP-DX","0",
"W7VP","20240623","123552","80M","W7AVM 2024 ARRL-FD","MINISTWO","ARRL-FD","NA","USA","291","03","3A","","RD","06","SSB","PH","AI7F","100","W7","N","N","EWA","W7AVM","EWA","WA","MINISTWO","0",
"W7PIG","20240623","124511","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","03","3A","14.30151","JP","06","SSB","PH","N7JP","100","W7","N","N","WWA","W7AVM","WWA","WA","N7JP-DX","0",
"W9XG","20240623","132956","20M","W7AVM 2024 ARRL-FD","N7JP-DX","ARRL-FD","NA","USA","291","04","4F","14.27688","JP","07","SSB","PH","N7JP","100","W9","N","N","IL","W7AVM","IL","IL","N7JP-DX","0",
"W0AK","20240623","142541","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","4E","14.05138","ALW","07","CW","CW","N7BMW","100","W0","N","N","IA","W7AVM","IA","IA","Shack-Main-Computer--ACER","0",
"KG5AUU","20240623","142944","20M","W7AVM 2024 ARRL-FD","Shack-Main-Computer--ACER","ARRL-FD","NA","USA","291","04","1D","14.05232","ALW","07","CW","CW","K6ZY","100","KG5","N","N","NTX","W7AVM","NTX","TX","Shack-Main-Computer--ACER","0",
